mese;giorno;data - ora;Gb(i);Gd(i);Gr(i);Altezza sole;Temperatura aria ext;Text media giornaliera;Text media mensile;Text media giornaliera per calcolo GG;Gradi giorno;secondi in un ora;secondi in un giorno;secondi in un mese;Htr [W/K];Hve [W/K];Qht orario [MJ];Qht giornaliero [MJ];Qht mensile [MJ]
;;27/04/2020 - 04:09;0;0;0;0;12,44;;;;;;;;;;45,2;;
;;27/04/2020 - 05:09;0;0;0;0;12,36;;;;;;;;;;45,7;;
;;27/04/2020 - 06:09;0;0;0;0;12,28;;;;;;;;;;46,2;;
;;27/04/2020 - 07:09;52,19;50,32;2,01;10,42;12,54;;;;;;;;;;44,6;;
;;27/04/2020 - 08:09;218,75;106,79;5,02;22,35;14,02;;;;;;;;;;35,8;;
;;27/04/2020 - 09:09;425;138,09;8,1;34,3;16,56;;;;;;;;;;20,6;;
;;27/04/2020 - 10:09;616,75;157,34;10,84;45,91;17,96;;;;;;;;;;12,2;;
;;27/04/2020 - 11:09;595,92;263,62;12,03;56,49;18,92;;;;;;;;;;6,5;;
;;27/04/2020 - 12:09;817,36;191,7;14,04;64,46;19,57;;;;;;;;;;2,6;;
;;27/04/2020 - 13:09;892,43;150,74;14,66;66,79;19,73;;;;;;;;;;1,6;;
;;27/04/2020 - 14:09;842,89;137;14,06;62,02;19,26;;;;;;;;;;4,4;;
;;27/04/2020 - 15:09;655,19;164,95;12,18;52,81;19,32;;;;;;;;;;4,1;;
;;27/04/2020 - 16:09;504,82;130,25;10;41,74;19,23;;;;;;;;;;4,6;;
;;27/04/2020 - 17:09;298,68;104,38;7,1;29,96;18,75;;;;;;;;;;7,5;;
;;27/04/2020 - 18:09;98,34;71,01;3,94;17,98;18,44;;;;;;;;;;9,3;;
;;27/04/2020 - 19:09;0;32,53;0,56;6,13;17,72;;;;;;;;;;13,6;;
;;27/04/2020 - 20:09;0;0;0;0;16,85;;;;;;;;;;18,8;;
;;27/04/2020 - 21:09;0;0;0;0;16,12;;;;;;;;;;23,2;;
;;27/04/2020 - 22:09;0;0;0;0;15,52;;;;;;;;;;26,8;;
;;27/04/2020 - 23:09;0;0;0;0;15,04;16,02;;16,355;;;;;;;29,7;;
;martedì;28/04/2020 - 00:09;0;0;0;0;14,66;;;;;;;;;;31,9;505,15;
;;28/04/2020 - 01:09;0;0;0;0;14,3;;;;;;;;;;34,1;;
;;28/04/2020 - 02:09;0;0;0;0;13,96;;;;;;;;;;36,1;;
;;28/04/2020 - 03:09;0;0;0;0;13,69;;;;;;;;;;37,8;;
;;28/04/2020 - 04:09;0;0;0;0;13,41;;;;;;;;;;39,4;;
;;28/04/2020 - 05:09;0;0;0;0;13,23;;;;;;;;;;40,5;;
;;28/04/2020 - 06:09;0;0;0;0;12,96;;;;;;;;;;42,1;;
;;28/04/2020 - 07:09;48,89;53,92;2,01;10,63;13,06;;;;;;;;;;41,5;;
;;28/04/2020 - 08:09;226,79;101,67;5,1;22,56;15,01;;;;;;;;;;29,9;;
;;28/04/2020 - 09:09;438,48;129,71;8,21;34,51;16,25;;;;;;;;;;22,4;;
;;28/04/2020 - 10:09;624,99;150,76;10,9;46,14;17,91;;;;;;;;;;12,5;;
;;28/04/2020 - 11:09;788,53;150,34;13,06;56,75;19,12;;;;;;;;;;5,3;;
;;28/04/2020 - 12:09;876,19;151,49;14,33;64,76;19,92;;;;;;;;;;0,5;;
;;28/04/2020 - 13:09;871,42;160,86;14,55;67,1;20,28;;;;;;;;;;-1,7;;
;;28/04/2020 - 14:09;868,22;116,87;14,18;62,26;20,29;;;;;;;;;;-1,7;;
;;28/04/2020 - 15:09;687,93;141,34;12,36;53,01;20,12;;;;;;;;;;-0,7;;
;;28/04/2020 - 16:09;501,6;129,91;9,98;41,9;19,73;;;;;;;;;;1,6;;
;;28/04/2020 - 17:09;37,21;213,99;4,15;30,1;19,19;;;;;;;;;;4,8;;
;;28/04/2020 - 18:09;102,35;66,26;4;18,13;18,43;;;;;;;;;;9,4;;
;;28/04/2020 - 19:09;0;33,41;0,57;6,28;17,61;;;;;;;;;;14,3;;
;;28/04/2020 - 20:09;0;0;0;0;16,44;;;;;;;;;;21,3;;
;;28/04/2020 - 21:09;0;0;0;0;15,89;;;;;;;;;;24,6;;
;;28/04/2020 - 22:09;0;0;0;0;15,28;;;;;;;;;;28,2;;
;;28/04/2020 - 23:09;0;0;0;0;14,83;16,48;;16,485;;;;;;;30,9;;
;mercoledì;29/04/2020 - 00:09;0;0;0;0;14,62;;;;;;;;;;32,2;665,13;
;;29/04/2020 - 01:09;0;0;0;0;14,5;;;;;;;;;;32,9;;
;;29/04/2020 - 02:09;0;0;0;0;14,47;;;;;;;;;;33,1;;
;;29/04/2020 - 03:09;0;0;0;0;14,69;;;;;;;;;;31,8;;
;;29/04/2020 - 04:09;0;0;0;0;14,83;;;;;;;;;;30,9;;
;;29/04/2020 - 05:09;0;0;0;0;14,89;;;;;;;;;;30,6;;
;;29/04/2020 - 06:09;0;0;0;0;14,82;;;;;;;;;;31,0;;
;;29/04/2020 - 07:09;0;43,44;0,71;10,85;14,95;;;;;;;;;;30,2;;
;;29/04/2020 - 08:09;0;31,43;0,51;22,77;15,01;;;;;;;;;;29,9;;
;;29/04/2020 - 09:09;1,04;165,52;2,71;34,73;15,5;;;;;;;;;;26,9;;
;;29/04/2020 - 10:09;134,54;339,54;7,22;46,36;15,79;;;;;;;;;;25,2;;
;;29/04/2020 - 11:09;0;223,69;3,64;57;16;;;;;;;;;;23,9;;
;;29/04/2020 - 12:09;308,69;420;10,7;65,06;16,24;;;;;;;;;;22,5;;
;;29/04/2020 - 13:09;256,24;439,77;10,4;67,41;16,63;;;;;;;;;;20,2;;
;;29/04/2020 - 14:09;0;166,38;2,71;62,51;16,27;;;;;;;;;;22,3;;
;;29/04/2020 - 15:09;0;187,64;3,05;53,2;16,31;;;;;;;;;;22,1;;
;;29/04/2020 - 16:09;2,82;219,18;3,61;42,06;17,12;;;;;;;;;;17,2;;
;;29/04/2020 - 17:09;276,19;117;6,96;30,25;17,19;;;;;;;;;;16,8;;
;;29/04/2020 - 18:09;2,75;102,28;1,74;18,27;16,7;;;;;;;;;;19,7;;
;;29/04/2020 - 19:09;0;33,41;0,57;6,44;15,9;;;;;;;;;;24,5;;
;;29/04/2020 - 20:09;0;0;0;0;14,96;;;;;;;;;;30,2;;
;;29/04/2020 - 21:09;0;0;0;0;14,06;;;;;;;;;;35,5;;
;;29/04/2020 - 22:09;0;0;0;0;13,78;;;;;;;;;;37,2;;
;;29/04/2020 - 23:09;0;0;0;0;13,6;15,37;;15,3125;;;;;;;38,3;;
;giovedì;30/04/2020 - 00:09;0;0;0;0;13,36;;;;;;;;;;39,7;655,68;
;;30/04/2020 - 01:09;0;0;0;0;13,07;;;;;;;;;;41,5;;
;;30/04/2020 - 02:09;0;0;0;0;12,73;;;;;;;;;;43,5;;
;;30/04/2020 - 03:09;0;0;0;0;12,27;;;;;;;;;;46,2;;
;;30/04/2020 - 04:09;0;0;0;0;12,05;;;;;;;;;;47,6;;
;;30/04/2020 - 05:09;0;0;0;0;11,88;;;;;;;;;;48,6;;
;;30/04/2020 - 06:09;0;0;0;0;11,72;;;;;;;;;;49,5;;
;;30/04/2020 - 07:09;57,6;51,38;2,21;11,05;11,94;;;;;;;;;;48,2;;
;;30/04/2020 - 08:09;248,3;95,42;5,4;22,97;14,17;;;;;;;;;;34,9;;
;;30/04/2020 - 09:09;455,84;127,25;8,49;34,93;15,4;;;;;;;;;;27,5;;
;;30/04/2020 - 10:09;644,54;148,27;11,22;46,58;16,41;;;;;;;;;;21,5;;
;;30/04/2020 - 11:09;811,07;145,69;13,4;57,26;17,32;;;;;;;;;;16,0;;
;;30/04/2020 - 12:09;882,4;158,43;14,6;65,36;18,12;;;;;;;;;;11,2;;
;;30/04/2020 - 13:09;926,34;136,27;15,06;67,71;18,63;;;;;;;;;;8,2;;
;;30/04/2020 - 14:09;724,63;219,19;13,68;62,75;18,92;;;;;;;;;;6,5;;
;;30/04/2020 - 15:09;520,15;251,78;11,59;53,38;18,96;;;;;;;;;;6,2;;
;;30/04/2020 - 16:09;308,4;250,81;8,85;42,22;18,75;;;;;;;;;;7,5;;
;;30/04/2020 - 17:09;290,91;114,59;7,23;30,4;18,46;;;;;;;;;;9,2;;
;;30/04/2020 - 18:09;107,47;64,42;4,18;18,42;18,06;;;;;;;;;;11,6;;
;;30/04/2020 - 19:09;0;34,29;0,59;6,59;17,37;;;;;;;;;;15,7;;
;;30/04/2020 - 20:09;0;0;0;0;16,38;;;;;;;;;;21,7;;
;;30/04/2020 - 21:09;0;0;0;0;15,28;;;;;;;;;;28,2;;
;;30/04/2020 - 22:09;0;0;0;0;14,78;;;;;;;;;;31,2;;
;;30/04/2020 - 23:09;0;0;0;0;14,38;15,43;;15,615;;;;;;;33,6;;
maggio;venerdì;01/05/2020 - 00:09;0;0;0;0;14,04;;;;;;;;;;35,7;578,80;
;;01/05/2020 - 01:09;0;0;0;0;13,57;;;;;;;;;;38,5;;
;;01/05/2020 - 02:09;0;0;0;0;13,15;;;;;;;;;;41,0;;
;;01/05/2020 - 03:09;0;0;0;0;13,1;;;;;;;;;;41,3;;
;;01/05/2020 - 04:09;0;0;0;0;12,98;;;;;;;;;;42,0;;
;;01/05/2020 - 05:09;0;0;0;0;12,82;;;;;;;;;;43,0;;
;;01/05/2020 - 06:09;0;0;0;0;12,69;;;;;;;;;;43,7;;
;;01/05/2020 - 07:09;9,06;71,48;1,38;11,26;13,02;;;;;;;;;;41,8;;
;;01/05/2020 - 08:09;67,77;169,88;3,79;23,17;14,55;;;;;;;;;;32,6;;
;;01/05/2020 - 09:09;171,41;256,78;6,48;35,13;15,82;;;;;;;;;;25,0;;
;;01/05/2020 - 10:09;424,87;266,99;9,95;46,8;16,77;;;;;;;;;;19,3;;
;;01/05/2020 - 11:09;764,45;172,47;13,17;57,5;17,62;;;;;;;;;;14,2;;
;;01/05/2020 - 12:09;815,51;197,66;14,27;65,65;18,31;;;;;;;;;;10,1;;
;;01/05/2020 - 13:09;873,82;166,29;14,79;68,01;19;;;;;;;;;;6,0;;
;;01/05/2020 - 14:09;824,59;152,41;14,19;62,99;19,49;;;;;;;;;;3,1;;
;;01/05/2020 - 15:09;665,52;162,62;12,46;53,57;19,37;;;;;;;;;;3,8;;
;;01/05/2020 - 16:09;460,62;162,09;9,94;42,38;19,04;;;;;;;;;;5,7;;
;;01/05/2020 - 17:09;290,06;113,37;7,23;30,54;18,71;;;;;;;;;;7,7;;
;;01/05/2020 - 18:09;108,09;63,34;4,21;18,57;18,18;;;;;;;;;;10,9;;
;;01/05/2020 - 19:09;0;35,17;0,6;6,75;17,56;;;;;;;;;;14,6;;
;;01/05/2020 - 20:09;0;0;0;0;16,69;;;;;;;;;;19,8;;
;;01/05/2020 - 21:09;0;0;0;0;16,14;;;;;;;;;;23,1;;
;;01/05/2020 - 22:09;0;0;0;0;15,57;;;;;;;;;;26,5;;
;;01/05/2020 - 23:09;0;0;0;0;15,07;15,97;;16,1725;;;;;;;29,5;;
;sabato;02/05/2020 - 00:09;0;0;0;0;14,57;;;;;;;;;;32,5;480,74;
;;02/05/2020 - 01:09;0;0;0;0;14,19;;;;;;;;;;34,8;;
;;02/05/2020 - 02:09;0;0;0;0;13,92;;;;;;;;;;36,4;;
;;02/05/2020 - 03:09;0;0;0;0;13,75;;;;;;;;;;37,4;;
;;02/05/2020 - 04:09;0;0;0;0;13,56;;;;;;;;;;38,5;;
;;02/05/2020 - 05:09;0;0;0;0;13,4;;;;;;;;;;39,5;;
;;02/05/2020 - 06:09;0;0;0;0;13,35;;;;;;;;;;39,8;;
;;02/05/2020 - 07:09;23,7;72,2;1,76;11,45;13,73;;;;;;;;;;37,5;;
;;02/05/2020 - 08:09;42,08;167,55;3,37;23,36;15,03;;;;;;;;;;29,7;;
;;02/05/2020 - 09:09;235,98;233,12;7,02;35,33;15,95;;;;;;;;;;24,2;;
;;02/05/2020 - 10:09;389,49;276,99;9,65;47,01;16,91;;;;;;;;;;18,5;;
;;02/05/2020 - 11:09;430,05;340,84;11,11;57,74;17,72;;;;;;;;;;13,6;;
;;02/05/2020 - 12:09;724,56;241,8;13,68;65,94;18,62;;;;;;;;;;8,3;;
;;02/05/2020 - 13:09;324,45;428,79;11,17;68,31;19,52;;;;;;;;;;2,9;;
;;02/05/2020 - 14:09;678,8;234,06;13,32;63,23;20,07;;;;;;;;;;-0,4;;
;;02/05/2020 - 15:09;325,14;337;10,1;53,75;20,52;;;;;;;;;;-3,1;;
;;02/05/2020 - 16:09;111,19;309,68;6,75;42,53;20,64;;;;;;;;;;-3,8;;
;;02/05/2020 - 17:09;155,12;193,27;6,03;30,69;20,06;;;;;;;;;;-0,4;;
;;02/05/2020 - 18:09;80,34;88,63;3,86;18,71;19,25;;;;;;;;;;4,5;;
;;02/05/2020 - 19:09;0;34,29;0,59;6,9;18,2;;;;;;;;;;10,8;;
;;02/05/2020 - 20:09;0;0;0;0;17,26;;;;;;;;;;16,4;;
;;02/05/2020 - 21:09;0;0;0;0;17,04;;;;;;;;;;17,7;;
;;02/05/2020 - 22:09;0;0;0;0;16,51;;;;;;;;;;20,9;;
;;02/05/2020 - 23:09;0;0;0;0;15,88;16,65;;16,8;;;;;;;24,7;;
;domenica;03/05/2020 - 00:09;0;0;0;0;15,43;;;;;;;;;;27,3;344,08;
;;03/05/2020 - 01:09;0;0;0;0;15,12;;;;;;;;;;29,2;;
;;03/05/2020 - 02:09;0;0;0;0;14,93;;;;;;;;;;30,3;;
;;03/05/2020 - 03:09;0;0;0;0;14,63;;;;;;;;;;32,1;;
;;03/05/2020 - 04:09;0;0;0;0;14,52;;;;;;;;;;32,8;;
;;03/05/2020 - 05:09;0;0;0;0;14,38;;;;;;;;;;33,6;;
;;03/05/2020 - 06:09;0;0;0;0;14,3;;;;;;;;;;34,1;;
;;03/05/2020 - 07:09;49,44;60,35;2,21;11,65;14,8;;;;;;;;;;31,1;;
;;03/05/2020 - 08:09;247,13;93,53;5,44;23,55;16,18;;;;;;;;;;22,9;;
;;03/05/2020 - 09:09;436,23;133,11;8,4;35,52;17,51;;;;;;;;;;14,9;;
;;03/05/2020 - 10:09;572,07;182,57;10,81;47,21;18,67;;;;;;;;;;8,0;;
;;03/05/2020 - 11:09;480,77;319,93;11,5;57,98;19,74;;;;;;;;;;1,6;;
;;03/05/2020 - 12:09;828,6;178,07;14,25;66,22;20,83;;;;;;;;;;-5,0;;
;;03/05/2020 - 13:09;903,23;136,34;14,87;68,6;20,87;;;;;;;;;;-5,2;;
;;03/05/2020 - 14:09;866,64;113,52;14,33;63,46;20,59;;;;;;;;;;-3,5;;
;;03/05/2020 - 15:09;674,7;146,82;12,45;53,93;20,75;;;;;;;;;;-4,5;;
;;03/05/2020 - 16:09;492,76;134,18;10,1;42,69;20,6;;;;;;;;;;-3,6;;
;;03/05/2020 - 17:09;219,36;157,16;6,67;30,83;20,67;;;;;;;;;;-4,0;;
;;03/05/2020 - 18:09;93,98;75,9;4,07;18,85;20,13;;;;;;;;;;-0,8;;
;;03/05/2020 - 19:09;0;36,05;0,62;7,06;19,31;;;;;;;;;;4,1;;
;;03/05/2020 - 20:09;0;0;0;0;18,18;;;;;;;;;;10,9;;
;;03/05/2020 - 21:09;0;0;0;0;17,44;;;;;;;;;;15,3;;
;;03/05/2020 - 22:09;0;0;0;0;16,75;;;;;;;;;;19,4;;
;;03/05/2020 - 23:09;0;0;0;0;16,16;17,60;;17,715;;;;;;;23,0;;
;lunedì;04/05/2020 - 00:09;0;0;0;0;15,62;;;;;;;;;;26,2;534,04;
;;04/05/2020 - 01:09;0;0;0;0;15,04;;;;;;;;;;29,7;;
;;04/05/2020 - 02:09;0;0;0;0;14,46;;;;;;;;;;33,1;;
;;04/05/2020 - 03:09;0;0;0;0;14,01;;;;;;;;;;35,8;;
;;04/05/2020 - 04:09;0;0;0;0;13,57;;;;;;;;;;38,5;;
;;04/05/2020 - 05:09;0;0;0;0;13,2;;;;;;;;;;40,7;;
;;04/05/2020 - 06:09;0;0;0;0;12,9;;;;;;;;;;42,5;;
;;04/05/2020 - 07:09;49,57;61,98;2,26;11,84;13,28;;;;;;;;;;40,2;;
;;04/05/2020 - 08:09;244,64;98,09;5,5;23,73;15,83;;;;;;;;;;24,9;;
;;04/05/2020 - 09:09;453,48;125,89;8,58;35,7;17,39;;;;;;;;;;15,6;;
;;04/05/2020 - 10:09;626,55;154,01;11,2;47,41;18,36;;;;;;;;;;9,8;;
;;04/05/2020 - 11:09;601,17;264,01;12,34;58,21;18,9;;;;;;;;;;6,6;;
;;04/05/2020 - 12:09;370,7;411,33;11,47;66,49;19,01;;;;;;;;;;5,9;;
;;04/05/2020 - 13:09;239,8;450,76;10,43;68,89;19,55;;;;;;;;;;2,7;;
;;04/05/2020 - 14:09;771,85;181,1;13,97;63,69;19,52;;;;;;;;;;2,9;;
;;04/05/2020 - 15:09;622,2;185,5;12,27;54,11;19,49;;;;;;;;;;3,1;;
;;04/05/2020 - 16:09;482,49;144,56;10,13;42,84;18,84;;;;;;;;;;6,9;;
;;04/05/2020 - 17:09;298,1;105,95;7,37;30,97;17,96;;;;;;;;;;12,2;;
;;04/05/2020 - 18:09;95,29;76,33;4,15;19;17,3;;;;;;;;;;16,2;;
;;04/05/2020 - 19:09;0;37,81;0,65;7,21;16,55;;;;;;;;;;20,6;;
;;04/05/2020 - 20:09;0;0;0;0;15,73;;;;;;;;;;25,5;;
;;04/05/2020 - 21:09;0;0;0;0;15,18;;;;;;;;;;28,8;;
;;04/05/2020 - 22:09;0;0;0;0;14,75;;;;;;;;;;31,4;;
;;04/05/2020 - 23:09;0;0;0;0;14,3;16,28;;16,3925;;;;;;;34,1;;
;martedì;05/05/2020 - 00:09;0;0;0;0;13,85;;;;;;;;;;36,8;480,08;
;;05/05/2020 - 01:09;0;0;0;0;14,02;;;;;;;;;;35,8;;
;;05/05/2020 - 02:09;0;0;0;0;13,86;;;;;;;;;;36,7;;
;;05/05/2020 - 03:09;0;0;0;0;13,91;;;;;;;;;;36,4;;
;;05/05/2020 - 04:09;0;0;0;0;13,96;;;;;;;;;;36,1;;
;;05/05/2020 - 05:09;0;0;0;0;13,78;;;;;;;;;;37,2;;
;;05/05/2020 - 06:09;0;0;0;0;13,68;;;;;;;;;;37,8;;
;;05/05/2020 - 07:09;35,41;72,78;2,09;12,02;13,73;;;;;;;;;;37,5;;
;;05/05/2020 - 08:09;231,19;110,29;5,5;23,91;15,52;;;;;;;;;;26,8;;
;;05/05/2020 - 09:09;449,44;134,7;8,69;35,88;16,71;;;;;;;;;;19,7;;
;;05/05/2020 - 10:09;642,05;151,81;11,43;47,6;18,2;;;;;;;;;;10,8;;
;;05/05/2020 - 11:09;804,32;151,52;13,59;58,43;19,5;;;;;;;;;;3,0;;
;;05/05/2020 - 12:09;889,19;153,77;14,84;66,76;20,25;;;;;;;;;;-1,5;;
;;05/05/2020 - 13:09;915,72;142,21;15,21;69,17;20,53;;;;;;;;;;-3,2;;
;;05/05/2020 - 14:09;864,44;128,6;14,6;63,92;20,47;;;;;;;;;;-2,8;;
;;05/05/2020 - 15:09;685,86;151,31;12,76;54,28;20,15;;;;;;;;;;-0,9;;
;;05/05/2020 - 16:09;522,68;123,8;10,51;42,99;19,73;;;;;;;;;;1,6;;
;;05/05/2020 - 17:09;312,44;99,91;7,58;31,11;19,18;;;;;;;;;;4,9;;
;;05/05/2020 - 18:09;107,05;66,61;4,36;19,14;18,54;;;;;;;;;;8,7;;
;;05/05/2020 - 19:09;0;42,2;0,72;7,36;17,67;;;;;;;;;;13,9;;
;;05/05/2020 - 20:09;0;0;0;0;16,64;;;;;;;;;;20,1;;
;;05/05/2020 - 21:09;0;0;0;0;15,95;;;;;;;;;;24,2;;
;;05/05/2020 - 22:09;0;0;0;0;15,23;;;;;;;;;;28,5;;
;;05/05/2020 - 23:09;0;0;0;0;14,7;16,66;;16,89;;;;;;;31,7;;
;mercoledì;06/05/2020 - 00:09;0;0;0;0;14,58;;;;;;;;;;32,4;89,63;
;;06/05/2020 - 01:09;0;0;0;0;15,61;;;;;;;;;;26,3;;
;;06/05/2020 - 02:09;0;0;0;0;15,89;;;;;;;;;;24,6;;
;;06/05/2020 - 03:09;0;0;0;0;15,9;;;;;;;;;;24,5;;
;;06/05/2020 - 04:09;0;0;0;0;15,77;;;;;;;;;;25,3;;
;;06/05/2020 - 05:09;0;0;0;0;15,61;;;;;;;;;;26,3;;
;;06/05/2020 - 06:09;0;0;0;0;15,69;;;;;;;;;;25,8;;
;;06/05/2020 - 07:09;51,68;62,45;2,35;12,2;16;;;;;;;;;;23,9;;
;;06/05/2020 - 08:09;243,46;98,49;5,55;24,08;16,44;;;;;;;;;;21,3;;
;;06/05/2020 - 09:09;417,38;147,07;8,43;36,06;19,42;;;;;;;;;;3,5;;
;;06/05/2020 - 10:09;609,61;162,48;11,16;47,79;21,15;;;;;;;;;;-6,9;;
;;06/05/2020 - 11:09;766,02;163,45;13,26;58,65;22,21;;;;;;;;;;-13,2;;
;;06/05/2020 - 12:09;863,46;156,41;14,55;67,03;23,09;;;;;;;;;;-18,5;;
;;06/05/2020 - 13:09;856,89;166,68;14,76;69,45;23,67;;;;;;;;;;-22,0;;
;;06/05/2020 - 14:09;838,47;132,38;14,31;64,14;23,83;;;;;;;;;;-22,9;;
;;06/05/2020 - 15:09;702,19;128,9;12,72;54,46;23,79;;;;;;;;;;-22,7;;
;;06/05/2020 - 16:09;486,9;138,14;10,18;43,13;23,63;;;;;;;;;;-21,7;;
;;06/05/2020 - 17:09;234,91;148,65;6,92;31,25;23,41;;;;;;;;;;-20,4;;
;;06/05/2020 - 18:09;90,67;80,66;4,13;19,28;22,75;;;;;;;;;;-16,5;;
;;06/05/2020 - 19:09;0;39,57;0,68;7,51;21,52;;;;;;;;;;-9,1;;
;;06/05/2020 - 20:09;0;0;0;0;19,97;;;;;;;;;;0,2;;
;;06/05/2020 - 21:09;0;0;0;0;18,91;;;;;;;;;;6,5;;
;;06/05/2020 - 22:09;0;0;0;0;18,31;;;;;;;;;;10,1;;
;;06/05/2020 - 23:09;0;0;0;0;17,87;19,38;;19,7075;;;;;;;12,7;;
;giovedì;07/05/2020 - 00:09;0;0;0;0;17,62;;;;;;;;;;14,2;366,82;
;;07/05/2020 - 01:09;0;0;0;0;17,36;;;;;;;;;;15,8;;
;;07/05/2020 - 02:09;0;0;0;0;17,01;;;;;;;;;;17,9;;
;;07/05/2020 - 03:09;0;0;0;0;16,73;;;;;;;;;;19,6;;
;;07/05/2020 - 04:09;0;0;0;0;16,27;;;;;;;;;;22,3;;
;;07/05/2020 - 05:09;0;0;0;0;15,87;;;;;;;;;;24,7;;
;;07/05/2020 - 06:09;0;0;0;0;15,44;;;;;;;;;;27,3;;
;;07/05/2020 - 07:09;40,83;70,33;2,21;12,38;15,62;;;;;;;;;;26,2;;
;;07/05/2020 - 08:09;227,51;108,72;5,47;24,25;17,05;;;;;;;;;;17,6;;
;;07/05/2020 - 09:09;426,57;141,84;8,52;36,23;17,61;;;;;;;;;;14,3;;
;;07/05/2020 - 10:09;599,21;169,26;11,14;47,97;18,21;;;;;;;;;;10,7;;
;;07/05/2020 - 11:09;697,51;206,1;12,94;58,86;18,59;;;;;;;;;;8,4;;
;;07/05/2020 - 12:09;227,86;444,37;10,16;67,29;19,12;;;;;;;;;;5,3;;
;;07/05/2020 - 13:09;0;270,84;4,4;69,72;19,8;;;;;;;;;;1,2;;
;;07/05/2020 - 14:09;0;240,33;3,91;64,36;19,84;;;;;;;;;;1,0;;
;;07/05/2020 - 15:09;0;176,55;2,87;54,63;19,71;;;;;;;;;;1,7;;
;;07/05/2020 - 16:09;0;55,46;0,9;43,28;19,32;;;;;;;;;;4,1;;
;;07/05/2020 - 17:09;0;74,87;1,22;31,39;18,86;;;;;;;;;;6,8;;
;;07/05/2020 - 18:09;57,08;112,49;3,65;19,42;18,24;;;;;;;;;;10,5;;
;;07/05/2020 - 19:09;0;41,32;0,71;7,66;17,56;;;;;;;;;;14,6;;
;;07/05/2020 - 20:09;0;0;0;0;16,74;;;;;;;;;;19,5;;
;;07/05/2020 - 21:09;0;0;0;0;15,81;;;;;;;;;;25,1;;
;;07/05/2020 - 22:09;0;0;0;0;15,35;;;;;;;;;;27,8;;
;;07/05/2020 - 23:09;0;0;0;0;14,96;17,45;;17,2875;;;;;;;30,2;;
;venerdì;08/05/2020 - 00:09;0;0;0;0;14,98;;;;;;;;;;30,0;518,85;
;;08/05/2020 - 01:09;0;0;0;0;14,87;;;;;;;;;;30,7;;
;;08/05/2020 - 02:09;0;0;0;0;14,81;;;;;;;;;;31,1;;
;;08/05/2020 - 03:09;0;0;0;0;14,77;;;;;;;;;;31,3;;
;;08/05/2020 - 04:09;0;0;0;0;14,37;;;;;;;;;;33,7;;
;;08/05/2020 - 05:09;0;0;0;0;13,89;;;;;;;;;;36,6;;
;;08/05/2020 - 06:09;0;0;0;0;13,45;;;;;;;;;;39,2;;
;;08/05/2020 - 07:09;32,6;78,13;2,13;12,55;13,46;;;;;;;;;;39,1;;
;;08/05/2020 - 08:09;202,75;128,39;5,4;24,42;15,39;;;;;;;;;;27,6;;
;;08/05/2020 - 09:09;399,9;164,27;8,49;36,39;16,09;;;;;;;;;;23,4;;
;;08/05/2020 - 10:09;627,13;158,99;11,43;48,15;16,98;;;;;;;;;;18,1;;
;;08/05/2020 - 11:09;784,46;160,96;13,56;59,06;18,18;;;;;;;;;;10,9;;
;;08/05/2020 - 12:09;867,01;164,32;14,79;67,54;19,13;;;;;;;;;;5,2;;
;;08/05/2020 - 13:09;860,45;174,5;15;69,99;19,8;;;;;;;;;;1,2;;
;;08/05/2020 - 14:09;782,05;179,92;14,25;64,57;19,99;;;;;;;;;;0,1;;
;;08/05/2020 - 15:09;607,36;199,06;12,39;54,79;19,99;;;;;;;;;;0,1;;
;;08/05/2020 - 16:09;491,38;142,35;10,39;43,42;19,36;;;;;;;;;;3,8;;
;;08/05/2020 - 17:09;294,48;112,16;7,53;31,53;18,56;;;;;;;;;;8,6;;
;;08/05/2020 - 18:09;112,32;62,3;4,53;19,56;17,83;;;;;;;;;;13,0;;
;;08/05/2020 - 19:09;0;43,08;0,74;7,81;17,07;;;;;;;;;;17,5;;
;;08/05/2020 - 20:09;0;0;0;0;16,3;;;;;;;;;;22,1;;
;;08/05/2020 - 21:09;0;0;0;0;15,43;;;;;;;;;;27,3;;
;;08/05/2020 - 22:09;0;0;0;0;14,81;;;;;;;;;;31,1;;
;;08/05/2020 - 23:09;0;0;0;0;13,77;16,39;;16,4575;;;;;;;37,3;;
;sabato;09/05/2020 - 00:09;0;0;0;0;12,99;;;;;;;;;;41,9;544,28;
;;09/05/2020 - 01:09;0;0;0;0;12,72;;;;;;;;;;43,6;;
;;09/05/2020 - 02:09;0;0;0;0;12,43;;;;;;;;;;45,3;;
;;09/05/2020 - 03:09;0;0;0;0;12,16;;;;;;;;;;46,9;;
;;09/05/2020 - 04:09;0;0;0;0;12,53;;;;;;;;;;44,7;;
;;09/05/2020 - 05:09;0;0;0;0;13,46;;;;;;;;;;39,1;;
;;09/05/2020 - 06:09;0;0;0;0;12,91;;;;;;;;;;42,4;;
;;09/05/2020 - 07:09;53,84;65,38;2,5;12,71;12,15;;;;;;;;;;47,0;;
;;09/05/2020 - 08:09;253,54;98,66;5,8;24,57;14,92;;;;;;;;;;30,4;;
;;09/05/2020 - 09:09;451,74;134,48;8,85;36,55;17,02;;;;;;;;;;17,8;;
;;09/05/2020 - 10:09;618,85;166,86;11,46;48,32;18,18;;;;;;;;;;10,9;;
